Media,Variancia,Skewness,Kurtosis,Energia,Entropia,Classe
138.65899276733398,1108.165875779916,-1.3190586428485547,0.46362654209846754,2521509642.0,5.778500006321897,1.0
34.15326992090868,1396.6665926876783,1.9098356610428835,3.2426429040908573,1465826141.0,6.221664297631055,0.0
80.53840255737305,1271.1586433466148,1.3574006279300057,1.3442364472100712,978360558.0,6.627516082271201,2.0
63.380645751953125,279.70763261523086,1.6691186680295504,2.0241702251501508,2407598984.0,5.43392703756279,2.0
28.783818001207607,1508.0888645720847,2.2498844241492444,5.2947528838572175,1697451321.0,6.044369944756346,0.0
181.0586814880371,1433.398453913382,-0.4321613117610949,1.545111816723562,5741344414.0,4.597387427273302,1.0
56.50651850488504,2157.3420908240214,1.4897603232151875,1.2022383379544868,1034315726.0,6.765436473832313,2.0
87.79006623021868,1078.0083053855935,1.3713273352192923,2.552993956077615,878162366.0,6.779021852623195,2.0
148.860107421875,729.6450418829918,0.9244565403962013,0.03455985788128446,1075975330.0,6.437070167600749,0.0
98.99960327148435,614.0279844617472,1.8042370270125212,3.6396485736837865,2266888182.0,5.815501550267904,0.0
204.31800096225075,1382.331582749226,-3.4575693499582822,13.415069543085835,2260556882.0,5.653266352174289,1.0
116.36694663860534,958.0596735185379,-1.5386843208597123,4.585020627742007,1199172455.0,6.415170603767855,1.0
56.887234943870475,3222.7174504302934,1.3418863984985572,0.7835258913355965,895047518.0,6.941700744073618,2.0
106.2187156677246,864.3089559066428,1.2477351973898043,0.4476231571148288,1377866078.0,6.19175032180762,2.0
41.92994689941406,1024.6258756441528,2.091925213034755,3.68933937360622,1567975938.0,6.062465641092305,2.0
192.70776119744843,913.94776223086,-3.5721770815880847,15.164354594365768,3440959701.0,5.191850138145074,1.0
40.96414221730546,2052.0487230542253,1.3892995495206644,1.1066437706807963,1197957888.0,6.5557364468601085,0.0
164.25291061401367,408.4180804412898,1.504671959128908,1.4191840009355419,1960007844.0,5.738602529151203,2.0
69.44659179344758,1212.219298998628,0.9910973088117424,0.4053416322318229,737628762.0,6.9129269253705194,2.0
140.22463773677586,1638.3902671722067,-0.18757582350796967,1.6012144512280049,1437436880.0,6.237582494701436,1.0
67.32600021362305,1200.8637670430899,1.5532199708869083,2.834408653168074,779660484.0,6.8544398072228025,2.0
